SMILES	Name	fsp3	hac	hba	hbd	mollogp	mw	narom	psa	qed	sascore
O=C(c1cc(Br)ccc1Cl)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1	ZINC14910100	0.294	27	4	0	5.132	480.957	2	36.44	0.571	2.238
O=C1NCCCCC1Sc1ncc2ccccn21	ZINC21472486	0.385	18	4	1	2.095	261.094	2	46.4	0.904	3.174
CC1CCCC[NH+]1CCCNC(=O)c1ccc(CN2CC(=O)N3CCCC3C2=O)cc1	ZINC21527222	0.625	31	7	2	0.597	427.271	1	74.16	0.638	4.165
COc1ccc(OC)c2c1CN(c1cc(Cl)c(C(F)(F)F)cc1[N+](=O)[O-])CC2O	ZINC21674327	0.333	29	7	1	4.338	432.07	2	85.07	0.547	3.167
CCC(C)NC(=O)c1cccc(-c2nc(-c3ccccc3)no2)c1	ZINC21707604	0.211	24	5	1	3.932	321.148	3	68.02	0.747	2.304
COc1ccc(C(=O)N2CCN(c3cc(Nc4ccc(C)cc4)[nH+]c(C)n3)CC2)cc1OC	ZINC21793928	0.32	33	8	2	3.236	448.235	3	81.07	0.614	2.825
CC(C)CCNC(=O)C1(C)Cn2c(cc3ccccc32)C(=O)N1Cc1ccccc1	ZINC21858364	0.36	30	5	1	4.218	403.226	3	54.34	0.643	2.868
Cc1ccc(CNC(=O)C2(C)Cn3nc(C(=O)NCc4ccccc4)cc3C(=O)N2C)cc1	ZINC21877010	0.28	33	8	2	2.282	445.211	3	96.33	0.61	2.882
O=C(Cl)c1cc2ccccc2oc1=O	ZINC21984720	0	14	3	0	2.172	207.993	2	47.28	0.535	2.023
CC(c1nc(N)nc(Nc2ccccc2)n1)N(C)Cc1ccc(Cl)c(Cl)c1	ZINC22010772	0.211	27	6	3	4.697	402.113	3	79.96	0.594	2.765
CC(Sc1ncc(-c2ccccc2)n1C)C(=O)N(C)C	ZINC07122721	0.333	20	4	0	2.656	289.125	2	38.13	0.809	2.642
CC(=O)CCc1ccc(OC(C)C(=O)[O-])cc1	ZINC22147432	0.385	17	4	0	0.725	235.097	1	66.43	0.741	2.782
CCN(CC)S(=O)(=O)c1ccc(N2CCC(c3nc4ccccc4[nH]3)CC2)nc1	ZINC14307391	0.429	29	7	1	3.372	413.189	3	82.19	0.657	2.396
CCCOc1cccc(C(=O)NC(=S)Nc2ccc(CN3CCOCC3)cc2)c1	ZINC22438149	0.364	29	6	2	3.434	413.177	2	62.83	0.664	2.024
CCOC(=O)c1ccccc1NC(=O)COC(=O)C1CCN(c2ccc(C(F)(F)F)cn2)CC1	ZINC22715770	0.391	34	8	1	3.675	479.167	2	97.83	0.589	2.291
CCc1ccccc1NC(=O)Cc1cs/c(=N/S(=O)(=O)c2ccc(OC)cc2)[nH]1	ZINC22735382	0.2	29	7	2	3.118	431.097	3	100.62	0.592	2.661
O=C(Nc1ccccc1N1CCCC1)C1CCCN(C(=O)c2ccco2)C1	ZINC22741528	0.429	27	6	1	3.371	367.19	2	65.79	0.883	2.513
CN(Cc1ccc(-c2ccc(Cl)cc2)o1)C(=O)CN1CC[NH+](CC(=O)Nc2cccc(F)c2)CC1	ZINC22798029	0.308	35	7	2	2.537	499.191	3	70.23	0.499	3.198
COc1ccc(S(=O)(=O)NCCNC(=O)C2CCN(S(=O)(=O)c3ccccc3)CC2)cc1	ZINC22987562	0.381	32	9	2	1.191	481.134	2	121.88	0.525	2.064
O=C(Cc1csc(Nc2cccc(C(F)(F)F)c2)n1)NCC1CCCO1	ZINC23136555	0.412	26	5	2	3.743	385.107	2	63.25	0.772	2.754
CC(C)[NH+](CCNC(=O)/C=C/c1ccc2c(c1)CCO2)C(C)C	ZINC23179862	0.526	23	4	2	1.453	317.223	1	42.77	0.755	3.348
CCC[NH+]1CCN(C(C(=O)Nc2cc(C)on2)c2ccccc2)CC1	ZINC23249372	0.474	25	6	2	1.273	343.213	2	62.81	0.839	3.827
CCCC(=O)NCc1cc(OC)c(OC)cc1OC	ZINC23298832	0.5	19	5	1	2.129	267.147	1	56.79	0.825	1.785
COc1ccc(N2CC[NH+](C3CCCN(C(=O)CCn4cnnn4)C3)CC2)cc1	ZINC23311579	0.6	29	9	1	-0.532	400.246	2	80.82	0.73	3.884
CNC(=O)c1ccc(C2CCCN2C(=O)CSCc2ccccc2C)s1	ZINC23543854	0.4	26	4	1	4.013	388.128	2	49.41	0.784	2.859
CC(NCc1nc2ccccc2c(=O)[nH]1)c1ccc2c(c1)OCCO2	ZINC23717562	0.263	25	6	2	2.545	337.143	3	76.24	0.764	2.737
COCCN(Cc1cc(-c2cccs2)on1)Cc1nnc(-c2cccs2)o1	ZINC23956771	0.278	27	7	0	4.163	402.082	4	77.42	0.4	2.713
O=C(CC12CC3CC(CC(O)(C3)C1)C2)Nc1ccc(N2CCCCC2)cc1	ZINC12533367	0.696	27	4	2	4.337	368.246	1	52.57	0.797	4.194
COc1ccc(C(=O)NCCc2csc3nc(-c4ccccc4C)nn23)cc1OC	ZINC24022505	0.227	30	7	1	3.756	422.141	4	77.75	0.476	2.324
NC(=O)CSc1nnc(SCc2nnnn2-c2ccccc2)s1	ZINC24108237	0.167	23	8	2	1.383	365.019	3	112.47	0.632	2.437
Cc1ccc(S(=O)(=O)NCc2ccco2)cc1C(=O)NCCc1cccc(F)c1	ZINC24320706	0.19	29	6	2	3.178	416.121	3	88.41	0.582	2.122
COc1cccc(NC(=O)C(C)OC(=O)C(C)NC(=O)c2ccc(Cl)cc2)c1	ZINC24757503	0.25	28	7	2	3.037	404.114	2	93.73	0.684	2.582
CC(C)c1c(C(=O)N2CCOC(c3ccccc3)C2)cnn1-c1ccc(F)cc1	ZINC24794206	0.304	29	5	0	4.349	393.185	3	47.36	0.634	2.733
CS(=O)(=O)c1ccc(C(=O)N(Cc2ccco2)C2CC[NH+](CCc3ccc(Cl)cc3)CC2)cc1	ZINC24875970	0.346	34	6	1	3.269	501.161	3	72.03	0.505	3.206
COCCN1C(=O)/C(=C/c2csc(N(C(C)=O)c3ccc(C)c(C)c3)n2)SC1=S	ZINC24926075	0.3	29	6	0	4.292	447.075	2	62.74	0.466	2.748
CC1CC(C)CN(S(=O)(=O)c2ccc(NNC(=O)Nc3ccccc3F)nc2)C1	ZINC24970000	0.368	29	8	3	3.036	421.158	2	103.43	0.637	3.125
CC(NC(=O)OCc1ccccc1)C(=O)NCC1(c2ccc3c(c2)OCCO3)CCCC1	ZINC25045743	0.44	32	7	2	3.701	438.215	2	85.89	0.669	2.86
Cc1c(C(=O)Nc2ccc(F)cc2F)sc2nc(-c3ccco3)nc(C)c12	ZINC25062848	0.105	27	5	1	5.099	385.07	4	68.02	0.512	2.388
CC(C)(C#N)c1ccc(NC(=O)C2=COCCO2)cc1	ZINC25438391	0.333	20	5	1	2.314	272.116	1	71.35	0.918	2.574
Cc1cccc(C(C)C)c1NC(=O)CC1C(=O)Nc2ccccc2S1=O	ZINC25573365	0.3	26	5	2	3.576	370.135	2	75.27	0.843	3.541
CN(C)C(=O)COc1ccc(NC(=O)CCNS(=O)(=O)c2ccc(Cl)cc2)cc1	ZINC25657724	0.263	29	8	2	2.114	439.097	2	104.81	0.625	1.983
CN(C)C(=O)N(c1ccc(Cl)c(Cl)c1)S(C)(=O)=O	ZINC00400468	0.3	18	5	0	2.441	309.995	1	57.69	0.842	2.483
COc1ccc(OC)c(CN(C(=O)c2ccc([N+](=O)[O-])cc2)C2CC2)c1	ZINC25803921	0.316	26	7	0	3.417	356.137	2	81.91	0.549	2.021
O=C(OC(C(=O)Nc1ccccc1)c1ccccc1)c1cc(N2CCOCC2)ccc1[N+](=O)[O-]	ZINC25856572	0.2	34	9	1	3.968	461.159	3	111.01	0.311	2.667
N#Cc1ccc(CSc2nnc([O-])n2CCc2ccccc2)cc1	ZINC08150698	0.167	24	5	0	2.758	335.097	3	77.56	0.644	2.474
CC(C)Oc1cccnc1N1CC[NH2+]CC1	ZINC26423198	0.583	16	4	2	0.252	222.161	1	41.97	0.816	3.567
CCOc1c(O)ccc(O)c1C(C)=O	ZINC26479379	0.3	14	4	2	1.699	196.074	1	66.76	0.575	2.266
COCc1cc(N)n(-c2ccccn2)n1	ZINC26512287	0.2	15	5	2	0.996	204.101	2	65.96	0.821	2.416
CS(=O)(=O)N1CCCCC1C(=O)Nc1ccc2c(c1)OC1(CCCCC1)O2	ZINC26651821	0.632	27	7	1	2.871	394.156	1	84.94	0.846	3.355
Cc1ccc(S(=O)(=O)N2CCN(Cn3c4ccccc4n(C)c3=S)CC2)cc1	ZINC13074316	0.35	28	6	0	2.982	416.134	3	50.48	0.608	2.295
COc1ccc(-c2nc(CSc3ccccn3)cs2)c(OC)c1	ZINC27592625	0.176	23	4	0	4.515	344.065	3	44.24	0.589	2.191
O=C([O-])CCCCC(=O)CCC1C(O)CC(O)C1CCC(=O)[O-]	ZINC27642241	0.812	23	7	2	-1.466	328.152	0	137.79	0.468	4.569
COCC(C)NC(=O)C1CCN(C(=O)c2ccoc2)CC1	ZINC28277182	0.6	21	6	1	1.283	294.158	1	71.78	0.898	2.653
CCCOc1cc2sc(NC(=O)c3ccc(C)cc3)nc2c2cccnc12	ZINC28291189	0.19	27	5	1	5.194	377.12	4	64.11	0.5	2.204
CS(=O)(=O)NC1CCCN(C(=O)c2ccco2)C1	ZINC29207928	0.545	18	6	1	0.433	272.083	1	79.62	0.884	2.643
COC(=O)c1sccc1NC(=O)c1cc(F)ccc1Br	ZINC29478590	0.077	20	4	1	3.689	356.947	2	55.4	0.828	2.074
CCc1ccc(NC(=O)c2nnc(C[NH+]3CCCC3c3ccc(OC)cc3)s2)cc1	ZINC29701294	0.348	30	6	2	3.281	423.185	3	68.55	0.602	3.88
Cc1cccc(N2CC[NH+](CCCCNS(=O)(=O)c3cc(C)ccc3C)CC2)c1	ZINC30361153	0.478	29	5	2	2.075	416.237	2	53.85	0.651	3.2
Cc1ccc(C(c2ccc(C)o2)c2cc(Cl)ccc2O)o1	ZINC03846766	0.176	21	3	1	5.029	302.071	3	46.51	0.707	2.515
CC(C)[NH+]1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	ZINC03873936	0.462	36	8	1	3.046	532.188	3	66.08	0.475	4.241
COCCOc1ccc(CNC(=O)Nc2ccc(C(C)=O)cc2)cc1	ZINC31097670	0.263	25	6	2	3.236	342.158	2	76.66	0.561	1.755
Cc1cccc(-n2nnnc2SCC(=O)Nc2ccccc2Cl)c1C	ZINC01078312	0.176	25	6	1	3.663	373.076	3	72.7	0.672	2.04
O=C(COc1ccccc1)NCCSc1c[nH]c2ccccc12	ZINC03896065	0.167	23	4	2	3.455	326.109	3	54.12	0.505	2.028
O=[N+]([O-])c1ccccc1OCc1nc(Cc2ccccc2)no1	ZINC31647333	0.125	23	7	0	3.148	311.091	3	91.29	0.506	2.025
Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCCC(C(=O)Nc2ccccc2O)C1	ZINC31810104	0.353	28	10	4	0.117	408.11	2	152.43	0.541	2.886
O=C1CC(n2nc(-c3ccccc3)n(C3CCCCC3)c2=S)C2COC1O2	ZINC06658514	0.55	27	6	0	3.842	385.146	2	58.28	0.728	4.381
COc1ccccc1CC(=O)/N=C1/SC2CS(=O)(=O)CC2N1c1cccc(C)c1C	ZINC32506159	0.364	30	6	0	3.156	444.118	2	76.04	0.711	3.345
CC(C)(C)OC(=O)N1CCC(c2ccccc2F)C([NH3+])C1	ZINC32629272	0.562	21	4	3	2.161	295.182	1	57.18	0.866	3.438
Cc1ccc(N2C(SCc3ccc(Br)cc3)=NC3CS(=O)(=O)CC32)c(C)c1	ZINC32640879	0.35	27	4	0	4.341	464.023	2	49.74	0.649	3.309
O=C(NCc1ccccc1F)C1=NN(c2ccccc2)C(=O)CN1	ZINC32672762	0.118	24	6	2	1.392	326.118	2	73.8	0.901	2.426
O=C(C[NH+]1CCC(OCc2ccccc2)CC1)C12CC3CC(CC(C3)C1)C2	ZINC32851171	0.708	27	3	1	3.036	368.259	1	30.74	0.827	4.48
COC(=O)c1ccoc1CO/N=C/c1ccc(C(=O)OC)cc1	ZINC32899388	0.188	23	7	0	2.404	317.09	2	87.33	0.462	2.41
CCOc1c(=O)c(=O)c1Nc1ccc(OC)c(OC)c1	ZINC32917897	0.286	20	6	1	1.442	277.095	2	73.86	0.814	2.064
CC1(NC(=O)CSc2nnc(C3CCCCC3)o2)CCS(=O)(=O)C1	ZINC08428432	0.8	24	7	1	1.903	373.113	1	102.16	0.791	3.235
Cc1oc2ncnc(N3CCCC(C(=O)NCCc4c[nH]c5ccc(C)cc45)C3)c2c1C	ZINC32960064	0.4	32	7	2	4.205	431.232	4	87.05	0.475	3.082
COc1ccc(-c2ccc(C#N)c(SCC(=O)Nc3ccc(C)c(Cl)c3)n2)cc1	ZINC33011192	0.136	29	5	1	5.322	423.081	3	75.01	0.524	2.131
Cc1ccc(NC(=O)c2nnc(C(=O)NCCCN3CCC([NH+]4CCCCC4)CC3)s2)cc1	ZINC33061071	0.583	33	8	3	1.752	471.254	2	91.66	0.514	3.381
CCOc1ccccc1NC(=O)Nc1ccc(OCc2cc(=O)n3cc(C)ccc3n2)cc1	ZINC33068192	0.16	33	8	2	4.625	444.18	4	93.96	0.414	2.226
CC(C)(C)c1nc2cc(NC(=O)c3cc(-c4ccco4)on3)ccc2o1	ZINC33216137	0.211	26	7	1	4.626	351.122	4	94.3	0.553	2.528
CC(=O)c1ccc(NC(=O)CSCc2ccc(-c3nc(-c4ccccc4Cl)no3)o2)cc1	ZINC33262418	0.13	32	7	1	5.725	467.071	4	98.23	0.324	2.377
C=CCn1c(=O)c(=O)n(CC(=O)NCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c2ccccc21	ZINC33268753	0.32	34	8	2	0.524	482.196	3	80.78	0.369	3.371
CC(C)c1cccc(NC(=O)Cn2c3ccccc3c(N3CCCCC3)nc2=O)c1	ZINC33287347	0.375	30	6	1	4.149	404.221	3	67.23	0.667	2.217
O=C(NCc1ccc(F)c(Cl)c1)C1CCN(c2ncccc2S(=O)(=O)N2CCOCC2)CC1	ZINC33301099	0.455	33	8	1	2.428	496.135	2	91.84	0.66	2.414
CN(C)S(=O)(=O)c1ccc(C(=O)N/N=c2/sc3ccccc3n2C)cc1	ZINC01958670	0.176	26	7	1	1.736	390.082	3	83.77	0.694	2.241
CCCCc1c([O-])nc(SCC(=O)Nc2ccc(OC)cc2)n(-c2ccccc2OC)c1=O	ZINC13775522	0.292	33	8	1	3.397	468.159	3	105.51	0.352	2.534
COc1ccc(C)cc1S(=O)(=O)N(C)CC(=O)N/N=C/c1ccc(SC)cc1	ZINC33366062	0.263	28	7	1	2.496	421.113	2	88.07	0.402	2.312
CC(=O)OCC1OC(n2ccc(=O)[nH]c2=O)CC1OC(C)=O	ZINC04024765	0.538	22	9	1	-0.681	312.096	1	116.69	0.764	3.501
Clc1ccc2c(c1)ncnc2NCCc1ccccc1	ZINC01405682	0.125	20	3	1	3.938	283.088	3	37.81	0.761	1.816
CN(C)c1ccc(/C=N/Nc2ccccc2[N+](=O)[O-])cc1	ZINC04042534	0.133	21	6	1	3.107	284.127	2	70.77	0.513	2.049
C#Cc1ccc(NC(=O)c2ccc(C)cc2)cc1	ZINC04088040	0.062	18	2	1	3.229	235.1	2	29.1	0.783	1.646
CCC1=NN(C(=O)c2cccc(O)c2)C(O)(C(F)(F)F)C1	ZINC00352129	0.385	21	5	2	2.255	302.088	1	73.13	0.882	3.135
Cc1cccc(C2C(=O)C(Oc3ccc(Cl)cc3Cl)C2CO)c1C	ZINC34936012	0.316	24	3	1	4.333	364.063	2	46.53	0.841	3.476
COc1ccc(-c2csc(CN3CCN(C(=O)CCc4ccccc4)CC3)n2)cc1	ZINC21688055	0.333	30	5	0	4.096	421.182	3	45.67	0.555	2.04
COc1ccc(OC)c(NC(=O)CSc2nc3cc4c(cc3cc2C#N)OCO4)c1	ZINC35288627	0.19	30	8	1	3.583	423.089	3	102.7	0.586	2.42
COc1ccc(Cl)cc1NC(=O)CSc1nc2c(C)ccc(C)c2cc1C#N	ZINC00977003	0.19	28	5	1	5.116	411.081	3	75.01	0.566	2.297
CC(C)NC(=O)N1CCC(c2nc3ncccc3[nH]2)C1	ZINC35442832	0.5	20	6	2	1.865	273.159	2	73.91	0.882	2.875
CCOP(=O)(OCC)C(Nc1ccc(C)cc1)c1ccc(Cl)cc1	ZINC35556164	0.333	24	4	1	6.025	367.11	2	47.56	0.574	2.694
Cn1c(N)c(/C=N/NC(=O)c2cccnc2)c(=O)n(C)c1=O	ZINC04141882	0.154	22	9	3	-1.175	302.113	2	124.37	0.575	2.502
O=C(Cc1cc(-c2ccc3c(c2)OCCO3)on1)Nc1nc2ccccc2s1	ZINC35592814	0.15	28	7	1	3.904	393.078	4	86.48	0.547	2.341
O=C1CSC(c2ccc(Br)cc2)N1Cc1ccco1	ZINC00179817	0.214	19	3	0	3.816	336.977	2	33.45	0.827	2.729
CS(=O)(=O)N1CCN(CC(=O)Nc2cc(C(F)(F)F)ccc2Cl)CC1	ZINC13323657	0.5	25	6	1	1.875	399.063	1	69.72	0.844	2.077
Clc1cccc(C2=NNC(c3cccnc3)=Nc3ccc(Cl)cc32)c1	ZINC04161667	0	25	4	1	4.822	366.044	3	49.64	0.675	2.635
C[n+]1cn(C2OC(CO)C(O)C2O)c2nc([O-])[nH]c(=O)c21	ZINC16991569	0.545	21	10	4	-3.766	298.091	2	147.54	0.416	4.875
COC1C=CC=C(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCN2CCOCC2)C1	ZINC35980702	0.481	35	8	0	1.251	479.218	1	91.37	0.55	4.292
COc1ccc(C[n+]2c(N)c3cc(OC)c(OC)cc3nc2SCC2CO2)cc1	ZINC04014538	0.333	29	7	2	2.67	414.149	3	83.01	0.262	3.265
CCNC(=S)N(CCC[NH+]1CCOCC1)Cc1cc2cc(C)ccc2[nH]c1=O	ZINC04131542	0.524	28	6	3	0.838	403.217	2	61.8	0.608	3.604
CC1(C)COCCN1C(=O)c1ccc(F)c(F)c1	ZINC36102072	0.462	18	3	0	2.216	255.107	1	29.54	0.772	2.299
CCCCc1nc2sc3c(ncnc3N3CCCCC3)c2c2c1COC(C)(C)C2	ZINC02274793	0.609	29	5	0	5.424	410.214	3	51.14	0.557	2.913
CC[NH+](CC)CCNC(=O)c1ccc(Cn2c([S-])nc3cc4c(cc3c2=O)OCO4)cc1	ZINC36186920	0.348	32	8	2	0.734	454.167	3	86.89	0.392	3.54
Cc1cc(C)nc(SCC(=O)Nc2ccccc2N2CCCCC2)n1	ZINC36274802	0.421	25	5	1	3.815	356.167	2	58.12	0.632	2.049
CC1CCC(NC(=O)C2CCN(c3ccc(C(F)(F)F)cc3[N+](=O)[O-])CC2)CC1	ZINC15949328	0.65	29	6	1	4.525	413.193	1	75.48	0.556	2.333
CCc1cc(C(=O)c2ccc(C)cc2)c(NC(=O)CN2CCN(c3ccccc3F)CC2)s1	ZINC36350493	0.308	33	5	1	4.75	465.189	3	52.65	0.489	2.257
NC(=O)C1CCN(C(=O)CCCCCn2nnc3ccccc3c2=O)CC1	ZINC36357252	0.526	27	8	2	1.076	371.196	2	111.18	0.742	2.209
Cc1cccc(-n2nc3c(c2NC(=O)c2ccccc2)CS(=O)(=O)C3)c1C	ZINC08882282	0.2	27	6	1	3.17	381.115	3	81.06	0.745	2.458
Cc1noc(C)c1S(=O)(=O)N1CCN(C(=O)CN2CCc3ccccc3C2)CC1	ZINC12857849	0.5	29	8	0	1.183	418.167	2	86.96	0.75	2.349
Cc1nn(C)c2nc(-c3ccco3)cc(C(=O)NC(C)c3ccn(C)n3)c12	ZINC36617003	0.263	27	8	1	2.761	364.165	4	90.77	0.598	3.07
O=C(c1ccc([N+](=O)[O-])cc1Cl)N1CCN(c2ccc(C(F)(F)F)cn2)CC1	ZINC16002127	0.294	28	7	0	3.624	414.071	2	79.58	0.551	2.22
CC1CN(c2nc3c(c(=O)[nH]2)CCN(c2c4c(nc5ncnn52)CCC4)C3)CC(C)O1	ZINC36734995	0.571	31	10	1	0.873	422.218	3	104.54	0.659	4.008
Cc1cc(Br)ccc1NC(=O)c1cccc(S(=O)(=O)N2CCN(C)CC2)c1	ZINC15649792	0.316	27	6	1	2.946	451.057	2	69.72	0.768	1.967
Cc1ccc(CN(Cc2cc3cc(C)ccc3[nH]c2=O)C(=O)C2CCCO2)cc1	ZINC01359220	0.333	29	5	1	3.853	390.194	3	62.4	0.697	2.759
CCCc1nc2sc(C)c(C)c2c(SCC(=O)NNC(=O)CC)n1	ZINC04241159	0.5	24	6	2	2.91	366.118	2	83.98	0.463	2.557
Nc1cc(-c2nc3ccccc3o2)ccc1Br	ZINC01505065	0	17	3	2	3.84	287.99	3	52.05	0.671	2.022
CC1=C/C(=N/NC(N)=O)C(C(C)C)CC1	ZINC04266534	0.636	15	4	3	2.023	209.153	0	67.48	0.674	3.654
C=CCn1c2c(cccc2OC)s/c1=N/C(=O)C1=COCCO1	ZINC04271264	0.25	23	6	0	2.213	332.083	2	62.05	0.808	2.902
O=C(c1cc(Cl)nc(Cl)c1)N1CCCCC1	ZINC00163087	0.455	16	3	0	3.015	258.033	1	33.2	0.718	1.994
COc1ccc(Nc2cccc(Cl)c2)c(C(=O)[O-])c1	ZINC00099642	0.071	19	4	1	2.456	276.043	2	61.39	0.931	2.228
C=CC(O)Cc1c(C)n[nH]c1C	ZINC00492963	0.444	12	3	2	1.116	166.111	1	48.91	0.669	3.554
CC1(C)OC(C(=O)NC2CCCCC2)C(C(=O)NC2CCCCC2)O1	ZINC00626577	0.895	25	6	2	2.404	352.236	0	76.66	0.815	3.206
COc1ccc(C(=O)NC(=S)Nc2ccc(N3CCCC3)cc2)cc1OC	ZINC00681218	0.3	27	6	2	3.431	385.146	2	62.83	0.753	1.89
COc1cc(C2C(C(=O)c3ccc(C)o3)=C([O-])C(=O)N2Cc2ccccc2)ccc1O	ZINC00796004	0.167	31	7	1	2.883	418.129	3	103.04	0.613	3.102
CCC1SC(CC)C(=O)N(CC(=O)Nc2c(C)cc(C)cc2C)C1=O	ZINC02711089	0.526	25	5	1	3.21	362.166	1	66.48	0.805	3.19
O=C(O/N=C1/CCCc2ccccc21)c1ccc(F)cc1	ZINC01404146	0.176	21	3	0	3.723	283.101	2	38.66	0.604	2.089
CC(=O)c1ccc(OCC(=O)Nc2ccc3c(c2)CCC3)cc1	ZINC03361244	0.263	23	4	1	3.395	309.136	2	55.4	0.844	1.775
CC(C)(C)N1CC(c2nc3ccccc3n2Cc2ccccc2)CC1=O	ZINC13135681	0.364	26	4	0	4.199	347.2	3	38.13	0.684	2.679
Cc1ccc(OCC(=O)N/N=C/c2cc(Br)ccc2OC(=O)c2ccccc2Cl)cc1	ZINC02544261	0.087	31	6	1	5.159	500.014	3	76.99	0.202	2.154
Cc1cc(C)cc(N(C(=O)c2csnn2)C(C(=O)NC(C)(C)C)c2cccnc2)c1	ZINC04858772	0.318	30	7	1	3.853	423.173	3	88.08	0.652	3.14
C=CCn1c(SCCCc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C	ZINC12647926	0.278	25	6	1	2.334	356.131	3	72.68	0.401	2.42
COc1ccccc1NC(=O)NC1CCCCCCC1	ZINC15952167	0.562	20	4	2	3.93	276.184	1	50.36	0.849	1.674
Cc1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(Br)cc3)n2)cc1	ZINC02557641	0.042	26	1	0	7.154	399.062	4	12.89	0.357	1.792
CCSc1nnc(NC(=O)c2csc3c2CCC(C)C3)s1	ZINC17016976	0.5	21	4	1	4.089	339.053	2	54.88	0.648	3.005
C=CCNc1scc(-c2ccc(F)cc2)[n+]1/N=C/c1ccccn1	ZINC37867788	0.056	24	4	1	3.717	339.108	3	41.16	0.411	3.13
CCOc1ccc(-n2c(=O)c3[nH]c4ccccc4c3nc2SCC(=O)N2CCCC2)cc1	ZINC02720806	0.292	32	7	1	3.98	448.157	4	80.22	0.344	2.321
COC(=O)C1C(=O)CC(C)(O)C(C(=O)OC)C1c1ccc2c(c1)OCO2	ZINC04025190	0.5	26	8	1	0.801	364.116	1	108.36	0.63	3.663
COC(=O)c1c2c(sc1NC(NC(=O)C(C)(C)C)C(Cl)(Cl)Cl)CCC2	ZINC06074263	0.625	25	5	2	4.294	426.034	1	67.43	0.41	3.228
CCc1ccccc1S(=O)(=O)Cc1ccc(C(=O)NCc2ccc3c(c2)OCO3)o1	ZINC06577404	0.227	30	7	1	3.475	427.109	3	94.84	0.607	2.368
CCc1nnc(SC(CC)C(=O)Nc2cc(C)ccc2C)c2cc3occc3n21	ZINC06894243	0.318	29	6	1	5.164	408.162	4	72.43	0.429	3.207
[NH3+]C(Cc1cccnn1)C(=O)[O-]	ZINC03954179	0.286	12	5	3	-2.62	167.069	1	93.55	0.562	4.414
O=C(c1cccc(F)c1)N1CCN(c2ccc([N+](=O)[O-])c(NC3CC3)c2)CC1	ZINC04310063	0.35	28	7	1	3.271	384.16	2	78.72	0.622	2.165
O=C(Nc1ccc(Cl)cc1)Nc1cccc2nsnc21	ZINC01737161	0	20	5	2	3.989	304.019	3	66.91	0.726	2.006
Cc1cccc(C(C)C)c1NC(=O)COC(=O)Cc1ccsc1	ZINC03218048	0.333	23	4	1	3.904	331.124	2	55.4	0.79	2.143
CCn1cc2nc(SCC(=O)Nc3cc(OC)ccc3OC)n(Cc3ccc(Cl)cc3)c(=O)c2n1	ZINC08592628	0.25	35	9	1	4.063	513.124	4	100.27	0.256	2.46
O=C(COc1ccccc1Cl)N1CCN(c2ccc([N+](=O)[O-])c(N3CCOCC3)c2)CC1	ZINC08649036	0.409	32	9	0	2.812	460.151	2	88.39	0.48	2.299
Cn1c(=O)cc([O-])nc1SCC(=O)Nc1cccc2ccccc21	ZINC08606809	0.118	24	6	1	1.738	340.076	3	87.05	0.582	2.483
O=C(Nc1ccc(OC(F)(F)F)cc1)N1CC[NH+](CCc2ccccc2)CC1	ZINC04324644	0.35	28	5	2	2.56	394.174	2	46.01	0.817	3.066
COc1ccc(C(=O)NCCc2nnc3ccc(SCC(=O)Nc4ccccc4F)nn32)cc1	ZINC09578585	0.174	34	9	2	2.975	480.138	4	110.51	0.351	2.354
O=c1cc(CO)oc(C(Nc2ccccn2)c2ccc(C(F)(F)F)cc2)c1O	ZINC13058696	0.158	28	6	3	3.453	392.098	3	95.59	0.603	3.182
CCCCCNC(=O)c1ccc2c(c1)ncn2-c1cccc(C)c1	ZINC38140464	0.3	24	4	1	4.254	321.184	3	46.92	0.662	1.993
CCN(CC)C(=O)Cn1cc(C(=O)C(=O)NCCc2c[nH]c3ccccc23)c2ccccc21	ZINC09518838	0.269	33	7	2	3.533	444.216	4	87.2	0.299	2.455
COc1cccc(C2CC(c3cccc(Br)c3)n3ncnc3N2)c1	ZINC13131734	0.222	24	5	1	4.196	384.059	3	51.97	0.706	3.45
CC(=O)NCCc1ccc(-c2csc(NC(=O)C3CC(=O)N(C4CCCC4)C3)n2)cc1	ZINC09670670	0.478	31	7	2	3.218	440.188	2	91.4	0.681	2.783
C(\NNc1nn2cnnc2c2ccccc21)=C1/C=Nc2ccccc21	ZINC01833160	0	25	7	2	2.951	327.123	4	79.5	0.56	2.797
CCOC(=O)C1CC2(CC[NH+](C)CC2)[NH+]2CCCC12	ZINC04342651	0.933	19	4	2	-1.336	268.215	0	35.18	0.643	6.451
CCOC(=O)N1CCN(c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)CC1	ZINC01123127	0.571	24	10	1	-0.761	336.155	2	105.46	0.808	2.498
